id,coc,cor,port_code,age,visa_issued_in,occup,biryear,gender,airline,admnum,fltno,visatype,arrival_dt,departure_dt,added_to_i94,allowed_until,arrival_mode,visit_purpose
5071617,213,213,NEW,36,NWD,"",1980,M,UA,2147483647,00083,B1,2016-04-27,2016-04-29,2016-04-27,2016-10-26,Air,Business
5078569,245,245,SEA,16,SHG,"",2000,M,DL,2147483647,00588,B1,2016-04-27,2016-05-01,2016-04-27,2016-10-26,Air,Business
5208863,111,111,SEA,32,PRS,"",1984,M,DE,2147483647,02032,E2,2016-04-28,"",2016-04-28,2017-11-14,Air,Business
5240188,135,135,SEA,63,"","",1953,M,BA,2147483647,00049,WB,2016-04-28,2016-04-30,2016-04-28,2016-07-26,Air,Business
5276699,245,245,ANC,38,CHE,"",1978,M,*GA,2147483647,N577J,B1,2016-04-28,2016-05-05,2016-04-28,2016-10-27,Air,Business
5277065,245,245,ANC,38,GUZ,"",1978,M,*GA,2147483647,N577J,B1,2016-04-28,2016-05-05,2016-04-28,2016-10-27,Air,Business
5294541,438,438,ANC,64,"","",1952,M,*GA,896698085,JA888,B1,2016-04-28,"",2016-04-28,2016-10-27,Air,Business
5297431,438,438,ANC,57,SYD,"",1959,M,*GA,2147483647,JA888,B1,2016-04-28,2016-05-04,2016-04-28,2016-10-27,Air,Business
5302415,516,516,HOU,64,PTS,"",1952,M,UA,2147483647,01459,B1,2016-04-28,2016-05-03,2016-04-28,2016-10-27,Air,Business
3140538,207,207,HOU,48,"","",1968,F,UA,2147483647,00896,WB,2016-04-17,2016-04-28,2016-04-17,2016-07-15,Air,Business
3156101,213,213,SEA,51,NWD,"",1965,M,BA,2147483647,00053,B1,2016-04-17,2016-04-21,2016-04-17,2016-05-17,Air,Business
3163814,245,245,LVG,38,SHG,"",1978,M,*GA,2147483647,B8322,B1,2016-04-17,2016-04-26,2016-04-17,2016-10-16,Air,Business
3163815,245,245,LVG,29,SHG,"",1987,M,*GA,2147483647,B8322,B1,2016-04-17,2016-04-26,2016-04-17,2016-10-16,Air,Business
3174097,255,255,DEN,47,"","",1969,M,BA,2147483647,00219,B1,2016-04-16,2016-04-22,2016-04-17,2016-10-15,Air,Business
3186178,438,438,LOS,54,MLB,"",1962,M,CX,2147483647,00898,E2,2016-04-17,"",2016-04-17,2018-04-16,Air,Business
3304441,111,111,CLT,37,"","",1979,M,AA,2147483647,00787,WB,2016-04-18,2016-04-21,2016-04-18,2016-07-16,Air,Business
3318008,117,117,SEA,45,"","",1971,M,BA,2147483647,00053,WB,2016-04-18,2016-04-22,2016-04-18,2016-07-16,Air,Business
3321597,124,124,BOS,32,"","",1984,"",BA,2147483647,00213,WB,2016-04-18,2016-04-27,2016-04-18,2016-07-16,Air,Business
3329195,135,111,SPM,51,"","",1965,F,DL,2147483647,00170,WB,2016-04-18,"",2016-04-18,2016-07-16,Air,Business
3335452,135,135,NYC,44,"","",1972,"",BA,2147483647,00269,WB,2016-04-18,2016-04-21,2016-04-18,2016-07-16,Air,Business
3338989,135,135,SEA,29,"","",1987,M,LH,2147483647,00490,WB,2016-04-18,2016-04-29,2016-04-18,2016-07-16,Air,Business
3359428,213,213,LOS,31,"","",1985,M,BA,2147483647,00269,B1,2016-04-17,2016-05-04,2016-04-18,2016-10-16,Air,Business
3382918,339,339,HOU,51,TRT,"",1965,M,QX,2147483647,02055,B1,2016-04-18,2016-04-21,2016-04-18,2016-08-21,Air,Business
3389326,464,464,FTL,45,"","",1971,"",NZ,2147483647,00006,WB,2016-04-18,2016-05-21,2016-04-18,2016-07-16,Air,Business
3484659,104,104,SEA,28,"","",1988,M,FI,831846785,681,B1,2016-04-19,"",2016-04-19,2016-11-30,Air,Business
3484660,104,104,SEA,24,"","",1992,F,FI,831845885,681,B1,2016-04-19,"",2016-04-19,2016-11-30,Air,Business
3496842,123,123,ATL,49,"","",1967,"",KL,2147483647,00621,WB,2016-04-19,2016-04-22,2016-04-19,2016-07-17,Air,Business
3526012,209,209,SEA,33,"","",1983,M,DL,2147483647,00166,WB,2016-04-19,2016-04-27,2016-04-19,2016-07-17,Air,Business
3526014,209,209,SEA,63,"","",1953,"",DL,2147483647,00166,WB,2016-04-19,2016-04-27,2016-04-19,2016-07-17,Air,Business
3537251,245,245,DET,40,SHG,"",1976,M,DL,2147483647,00582,B1,2016-04-19,2016-04-23,2016-04-19,2016-05-18,Air,Business
2312254,111,111,ATL,29,PRS,"",1987,M,AF,2147483647,00682,E1,2016-04-13,2016-05-26,2016-04-13,2018-04-12,Air,Business
2335107,135,135,ORL,50,"","",1966,"",BA,2147483647,00049,WB,2016-04-13,2016-04-14,2016-04-13,2016-07-11,Air,Business
2338589,141,141,FTL,28,"","",1988,M,DL,2147483647,00143,WB,2016-04-13,2016-04-23,2016-04-13,2016-07-11,Air,Business
2344807,209,209,ANC,49,"","",1967,M,KZ,2147483647,0160B,WB,2016-04-13,2016-04-14,2016-04-13,2016-07-11,Air,Business
2475684,694,694,ATL,32,"","",1984,"",DL,2147483647,00150,B1,2016-04-13,2016-04-19,2016-04-13,2016-10-12,Air,Business
2475865,694,694,ATL,65,LMA,"",1951,F,DL,2147483647,00150,B1,2016-04-13,2016-04-19,2016-04-13,2016-10-12,Air,Business
2521379,140,140,PHO,43,PRG,"",1973,M,DL,2147483647,00143,B1,2016-04-14,2016-05-19,2016-04-14,2016-10-13,Air,Business
2651210,689,689,ATL,67,"","",1949,"",DL,2147483647,00104,B1,2016-04-14,2016-04-22,2016-04-14,2016-10-13,Air,Business
3636546,687,687,SFR,44,BNS,"",1972,M,QX,2147483647,02227,B1,2016-04-19,2016-04-21,2016-04-19,2016-10-13,Air,Business
3650485,104,104,ATL,31,"","",1985,M,UA,2147483647,00998,WB,2016-04-20,2016-04-25,2016-04-20,2016-07-18,Air,Business
3669729,129,129,ATL,42,"","",1974,"",AF,2147483647,00682,WB,2016-04-20,2016-04-24,2016-04-20,2016-07-18,Air,Business
3695989,209,209,SEA,37,"","",1979,"",NH,2147483647,00178,WB,2016-04-20,2016-05-06,2016-04-20,2016-07-18,Air,Business
3696609,209,209,ANC,62,TKY,"",1954,M,KZ,2147483647,0160B,E2,2016-04-20,2016-05-21,2016-04-20,2018-04-19,Air,Business
3717700,268,268,SEA,53,"","",1963,M,BR,2147483647,00026,WB,2016-04-20,2016-04-30,2016-04-20,2016-07-18,Air,Business
3717701,268,268,SEA,23,"","",1993,F,BR,2147483647,00026,WB,2016-04-20,2016-04-30,2016-04-20,2016-07-18,Air,Business
3717702,268,268,SEA,23,"","",1993,F,BR,2147483647,00026,WB,2016-04-20,2016-04-30,2016-04-20,2016-07-18,Air,Business
2200396,245,245,PHU,45,SHG,"",1971,M,"",2147483647,B3028,B1,2016-04-12,2016-04-14,2016-04-12,2016-06-18,Land,Business
